movieId,title,genres,year
31847,Topper Returns,Comedy|Fantasy|Mystery|Romance,1941
31851,Sons of the Desert,Comedy,1933
31854,Morocco,Drama|Romance,1930
31856,Surplus: Terrorized Into Being Consumers,Documentary,2003
31867,Man of the House,Action|Comedy,2005
31869,Samson and Delilah,Drama|Romance,1949
31878,Kung Fu Hustle (Gong fu),Action|Comedy,2004
31881,Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna),Action|Comedy|Mystery|Thriller,1998
31889,"Five People You Meet in Heaven, The",Drama|Fantasy,2004
31892,"No Retreat, No Surrender",Action|Drama,1986
31894,"ChubbChubbs!, The",Animation|Comedy|Sci-Fi,2002
31900,Travellers and Magicians,Adventure|Drama,2003
31903,Zelary,Drama|Romance,2003
31907,Dragonworld,Adventure|Fantasy,1994
31909,Dr. Giggles,Comedy|Horror,1992
31915,"Corn Is Green, The",Drama,1945
31921,"Seven-Per-Cent Solution, The",Adventure|Comedy|Crime|Drama|Mystery|Thriller,1976
31923,"Three Musketeers, The",Action|Adventure|Comedy,1973
31925,Royal Flash,Adventure|Comedy|Romance,1975
31930,Masculin Féminin,Drama,1966
31932,Fallen Angel,Crime|Film-Noir|Mystery|Romance,1945
31934,"Four Feathers, The",Adventure|War,1939
31948,"Phone Box, The (Cabina, La)",Comedy|Drama|Mystery|Thriller,1972
31950,Curse of the Demon (Night of the Demon),Fantasy|Horror|Mystery,1957
31952,Control (Kontroll),Comedy|Crime|Drama|Mystery,2003
31954,Beautiful City (Shah-re ziba),Drama,2004
31956,5x2,Drama|Romance,2004
31960,Tart,Crime|Drama|Romance,2001
31963,Bed & Board (Domicile conjugal),Comedy|Drama,1970
31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),Drama|War,1948
31975,Tombs of the Blind Dead (La noche del terror ciego),Horror|Mystery,1972
31983,"Sicilian Clan, The (Clan des Siciliens, Le)",Crime|Drama,1969
31991,Love Me Tonight,Comedy|Musical,1932
31998,"Hole in My Heart, A (Hål i mitt hjärta, Ett)",Drama,2004
32002,Bigger Than the Sky,Comedy|Drama|Romance,2005
32009,Tyler Perry's Diary of a Mad Black Woman,Comedy|Drama|Romance,2005
32011,Cursed,Horror|Thriller,2005
32013,Loop the Loop (Up and Down) (Horem pádem),Comedy,2004
32015,Gory Gory Hallelujah,Comedy|Fantasy|Horror,2003
32017,"Pacifier, The",Action|Comedy,2005
32019,Be Cool,Comedy|Crime|Musical,2005
32022,Gunner Palace,Documentary|War,2004
32025,Walk on Water,Drama|Thriller,2004
32029,Hostage,Action|Crime|Drama|Thriller,2005
32031,Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,2005
32049,"Laughing Policeman, The",Crime|Drama|Thriller,1973
32056,Bopha!,Drama,1993
32058,Class Action,Drama,1991
32060,"Cat and the Canary, The",Horror|Mystery,1927
32062,Courage Mountain,Adventure|Children|Drama,1990
32074,Kiss the Bride,Drama|Romance,2002
32076,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto),Action|Adventure|Fantasy|Sci-Fi,1966
32078,Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira),Action|Drama|Sci-Fi,1993
32082,That Championship Season,Drama,1982
32084,Crush,Drama,1992
32088,DNA,Action|Sci-Fi,1997
32090,"Low Life, The",Drama,1995
32109,Rendez-vous,Drama,1985
32116,"Oh, God! You Devil",Comedy,1984
32120,Amongst Friends,Crime|Drama,1993
32122,Asfalto,Drama,2000
32124,God Is Brazilian (Deus É Brasileiro),Adventure|Comedy|Fantasy,2003
32126,April Captains (Capitães de Abril),Drama,2000
32128,Blackball,Comedy|Drama,2003
32139,"Agony and the Ecstasy, The",Drama,1965
32141,Return to Peyton Place,Drama,1961
32149,Butch and Sundance: The Early Days,Western,1979
32151,It Happened to Jane,Comedy,1959
32153,Once Upon a Forest,Adventure|Animation|Children|Fantasy,1993
32156,Hello Down There,Comedy|Sci-Fi,1969
32158,All in a Night's Work,Comedy,1961
32160,Twentieth Century,Comedy,1934
32162,My Sister Eileen,Comedy|Musical|Romance,1955
32166,Strangers When We Meet,Drama,1960
32168,Or (a.k.a. My Treasure),Drama,2004
32170,Chronicles (Crónicas),Crime|Drama,2004
32172,Lackawanna Blues,Drama,2005
32174,"Green Berets, The",Action|Drama|War,1968
32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),Crime|Drama|Thriller,1958
32181,"Diary of a Chambermaid, The",Drama|Romance,1946
32196,"Violent Cop (Sono otoko, kyôbô ni tsuki)",Action|Crime|Drama|Thriller,1989
32199,Four Shades of Brown (Fyra nyanser av brunt),Comedy|Drama,2004
32203,Brian's Song,Drama,1971
32211,Thriller: A Cruel Picture (Thriller - en grym film),Action|Crime|Drama|Thriller,1974
32213,Cube Zero,Horror|Mystery|Sci-Fi|Thriller,2004
32216,Into the Sun,Action|Adventure|Thriller,2005
32225,Project Grizzly,Documentary,1996
32230,"Snow Queen, The (Lumikuningatar)",Children|Fantasy,1986
32234,Julia,Drama,1977
32239,Save the Green Planet! (Jigureul jikyeora!),Comedy|Drama|Horror|Sci-Fi|Thriller,2003
32243,Stealing Rembrandt (Rembrandt),Action|Comedy|Crime,2003
32250,"Snake of June, A (Rokugatsu no hebi)",Drama|Mystery,2002
32261,Thirty Seconds Over Tokyo,Drama|War,1944
32263,Vares: Private Eye (Vares - Yksityisetsivä),Action|Comedy|Crime|Thriller,2004
32277,Girl Crazy,Comedy|Musical|Romance,1943
32280,"3 Penny Opera, The (Threepenny Opera, The) (3 Groschen-Oper, Die)",Crime|Musical,1931
32285,"Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare)",Comedy|Musical|Romance,2003
32289,Ice Princess,Children|Comedy|Drama,2005
32291,Melinda and Melinda,Comedy|Drama,2004
32294,Milk and Honey,Drama,2003
32296,Miss Congeniality 2: Armed and Fabulous,Adventure|Comedy|Crime,2005
32298,Guess Who,Comedy|Romance,2005
32300,D.E.B.S.,Action|Comedy,2004
32302,"League of Ordinary Gentlemen, A",Documentary,2004
32314,Incident at Loch Ness,Adventure|Comedy|Documentary,2004
32316,"River, The",Drama|Romance,1951
32318,Virginia's Run,Drama,2002
32325,Yanks,Drama|Romance|War,1979
32329,Paradise Alley,Drama,1978
32333,"Seagull's Laughter, The (Mávahlátur)",Comedy|Drama,2001
32335,Wild Horses (Caballos salvajes),Drama,1995
32342,Woman Thou Art Loosed,Drama,2004
32345,Arrowsmith,Drama,1931
32347,Barbary Coast,Adventure|Drama|Romance|Western,1935
32349,Stella Dallas,Drama,1937
32352,"Thief and the Cobbler, The (a.k.a. Arabian Knight)",Adventure|Animation|Comedy|Fantasy,1995
32354,Free Radicals (Böse Zellen),Drama,2003
32357,"Unfaithful, The",Drama|Film-Noir,1947
32361,Come and Get It,Drama,1936
32369,Panic in the Streets,Crime|Drama|Film-Noir|Thriller,1950
32371,Call Northside 777,Crime|Drama|Film-Noir,1948
32375,Young Torless,Drama,1966
32381,Bells Are Ringing,Comedy|Musical|Romance,1960
32383,Finian's Rainbow,Fantasy|Musical,1968
32385,"Toolbox Murders, The",Horror|Thriller,1978
32387,"Sword of Doom, The (Dai-bosatsu tôge)",Action|Drama,1966
32389,Deep Crimson (Profundo carmesí),Crime|Drama,1996
32392,800 Bullets (800 Balas),Comedy|Crime|Drama|Western,2002
32395,Attack of the Mushroom People (Matango),Fantasy|Horror|Sci-Fi|Thriller,1963
32415,"Ebola Syndrome, The (Yi boh laai beng duk)",Comedy|Horror,1996
32419,"Music of Chance, The",Drama,1993
32421,Tammy and the T-Rex,Comedy|Sci-Fi,1994
32433,Mixed Blood,Action|Drama,1984
32440,If Looks Could Kill,Action|Comedy,1991
32442,Greedy,Comedy,1994
32444,Carmen,Drama|Musical|Romance,1983
32452,My Neighbors the Yamadas (Hôhokekyo tonari no Yamada-kun),Animation|Comedy,1999
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",Animation|Comedy|Drama|Fantasy,1994
32460,Knockin' on Heaven's Door,Action|Comedy|Crime|Drama,1997
32464,City of Hope,Drama,1991
32469,We're No Angels,Comedy|Crime|Drama,1955
32471,Sons and Lovers,Drama,1960
32478,"Arrow, The",Drama,1997
32483,Ruggles of Red Gap,Comedy|Romance,1935
32485,Greetings,Comedy,1968
32493,End of the Century: The Story of the Ramones,Documentary|Musical,2003
32497,Love Letter,Drama|Romance,1995
32501,Natural City,Action|Romance|Sci-Fi,2003
32509,This Sporting Life,Drama,1963
32511,"Touch of Zen, A (Xia nu)",Action|Adventure,1971
32515,Walker,Adventure|Drama|War|Western,1987
32518,Zu: Warriors from the Magic Mountain (Xin shu shan jian ke),Action|Adventure|Fantasy|Horror,1983
32520,Whistle Down the Wind,Drama,1961
32525,"Earrings of Madame de..., The (Madame de...)",Drama,1953
32535,No One Writes to the Colonel (El coronel no tiene quien le escriba),Drama,1999
32551,Speedy,Action|Comedy,1928
32554,Memories (Memorîzu),Animation|Fantasy|Sci-Fi|Thriller,1995
32560,Invasion of Astro-Monster (Godzilla vs. Monster Zero) (Kaijû daisensô),Action|Adventure|Sci-Fi,1965
32562,Harvie Krumpet,Animation|Comedy|Drama,2003
32567,Investigating Sex (a.k.a. Intimate Affairs),Comedy|Drama,2001
32582,"Wild Parrots of Telegraph Hill, The",Documentary,2003
32584,"Ballad of Jack and Rose, The",Drama,2005
32587,Sin City,Action|Crime|Film-Noir|Mystery|Thriller,2005
32589,Beauty Shop,Comedy,2005
32591,Look at Me (Comme une image),Comedy|Drama|Romance,2004
32593,Dust to Glory,Action|Adventure|Documentary,2005
32596,Sahara,Action|Adventure|Comedy,2005
32598,Fever Pitch,Comedy|Romance,2005
32600,Eros,Drama,2004
32602,Winter Solstice,Drama,2004
32605,Smile,Drama,2005
32617,Eye of the Tiger,Action,1986
32620,Not on the Lips (Pas sur la bouche),Comedy|Musical|Romance,2003
32625,"Krakatoa, East of Java",Adventure|Drama,1969
32627,Rhinestone,Comedy,1984
32632,Electra Glide in Blue,Action|Crime,1973
32646,Bring on the Night,Documentary|Musical,1985
32649,"Special Day, A (Giornata particolare, Una)",Drama|War,1977
32653,This Land Is Mine,Drama|War,1943
32655,"Foul King, The (Banchikwang)",Comedy,2000
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",Animation|Drama,1987
32659,Tanguy,Comedy,2001
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),Comedy,2003
32668,Blind Horizon,Drama|Thriller,2003
32674,Islands in the Stream,Drama,1977
32677,Go for Broke!,Drama|War,1951
32686,Blood on Satan's Claw (a.k.a. Satan's Skin),Horror|Thriller,1971
32689,"Reuben, Reuben",Comedy|Drama|Romance,1983
32705,Why Has Bodhi-Dharma Left for the East?: A Zen Fable (Dharmaga tongjoguro kan kkadalgun),Drama,1989
32707,Blue,Drama,1993
32716,Bilitis,Drama|Romance,1977
32719,Burn! (Queimada),Drama|Thriller,1969
32721,Battle of the Bulge,Action|Drama|War,1965
32724,Ghosts... of the Civil Dead,Crime|Drama,1988
32728,"Little Girl Who Lives Down the Lane, The",Drama|Mystery|Thriller,1976
32735,Arabian Nights (Il fiore delle mille e una notte),Comedy|Drama|Fantasy,1974
32737,Age of Consent,Comedy|Drama|Romance,1969
32741,Oedipus Rex (Edipo re),Drama,1967
32743,Ringu 0: Bâsudei,Drama|Horror|Thriller,2000
32770,Brothers (Brødre),Drama,2004
32773,Parenti serpenti,Comedy,1992
32777,Major Barbara,Comedy,1941
32779,Steppenwolf,Drama,1974
32781,Hawaii,Drama,1966
32783,Pretty Maids All in a Row,Comedy|Crime|Thriller,1971
32788,Loners (Samotári),Drama,2000
32792,"Red Desert (Deserto rosso, Il)",Drama,1964
32797,Satan's Brew (Satansbraten),Comedy|Drama,1976
32799,Maidens in Uniform (Mädchen in Uniform),Drama|Romance,1931
32811,Diary of a Lost Girl (Tagebuch einer Verlorenen),Drama,1929
32825,Sexmission (Seksmisja),Adventure|Comedy|Sci-Fi,1984
32830,44 Minutes: The North Hollywood Shoot-Out,Action|Crime,2003
32834,Macbeth,Drama,1948
32836,Garage Olimpo,Drama,1999
32840,Vincent,Animation,1982
32844,Waterloo Bridge,Drama|Romance|War,1940
32851,Hotel Terminus: The Life and Times of Klaus Barbie (Hôtel Terminus),Documentary,1988
32853,"Sorrow and the Pity, The (Le chagrin et la pitié)",Documentary|War,1969
32860,Premiers désirs,Drama|Romance,1984
32862,With Six You Get Eggroll,Comedy|Romance,1968
32864,"Move Over, Darling",Comedy|Romance,1963
32866,Love Me or Leave Me,Drama|Musical|Romance,1955
32875,Holiday (Jour de fête),Comedy,1949
32882,"Big Store, The",Comedy|Musical,1941
32890,Mother Küsters Goes to Heaven (Mutter Küsters' Fahrt zum Himmel),Drama,1975
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),Drama|War,1962
32898,"Trip to the Moon, A (Voyage dans la lune, Le)",Action|Adventure|Fantasy|Sci-Fi,1902
32902,Whisky,Comedy|Drama,2004
32906,"Ascent, The (Voskhozhdeniye)",Drama|War,1977
32914,Carrie,Drama|Horror|Thriller,2002
32917,Boccaccio '70,Comedy|Fantasy|Romance,1962
32923,Frankenfish,Action|Comedy|Horror|Sci-Fi|Thriller,2004
32925,Who's Your Daddy?,Comedy,2004
32928,Control,Crime|Sci-Fi|Thriller,2004
32935,Evil Remains (Trespassing),Horror|Thriller,2004
32941,"Self-Made Hero, A (Un héros très discret)",Comedy|Drama,1996
32943,Life Is Sweet,Comedy|Drama,1990
32952,Ride the Pink Horse,Drama|Film-Noir|Mystery|Thriller,1947
32954,"Chant of Jimmy Blacksmith, The",Drama,1978
32957,Double Suicide (Shinjû: Ten no amijima),Drama|Romance,1969
32959,Boy (Shônen),Drama,1969
32966,Let Him Have It,Crime|Drama,1991
32968,Guelwaar,Drama,1993
32972,Dr. Akagi (Kanzo sensei),Comedy|Drama|War,1998
32974,Black Rain (Kuroi ame),Drama|War,1989
32979,Alexandra's Project,Drama|Thriller,2003
32988,Clean,Drama,2004
32994,"Delicate Art of Parking, The",Comedy,2003
32999,Wilson,Drama,1944
33001,Blossoms in the Dust,Drama,1941
33004,"Hitchhiker's Guide to the Galaxy, The",Adventure|Comedy|Sci-Fi,2005
33008,King's Game (Kongekabale),Thriller,2004
33019,Barefoot (Barfuss),Comedy|Drama|Romance,2005
33021,Dark Habits (Entre tinieblas),Comedy|Drama,1983
33027,Snake and Crane Arts of Shaolin (She hao ba bu),Action|Drama,1978
33036,"Eiger Sanction, The",Action|Adventure|Drama|Thriller,1975
33049,It Started in Naples,Comedy|Drama,1960
33051,Skin Game,Comedy|Romance|Western,1971
33072,F for Fake (Vérités et mensonges),Documentary|Mystery,1973
33081,Love Comes Softly,Drama|Romance|Western,2003
33085,"Amityville Horror, The",Horror|Thriller,2005
33090,Mutant Aliens,Animation|Comedy|Sci-Fi,2001
33092,Acts of Worship,Drama,2001
33098,Ike: Countdown to D-Day,Action|Adventure|Drama|War,2004
33102,Cry of the Banshee,Horror,1970
33110,Phantom Lady,Crime|Film-Noir|Mystery,1944
33113,Act of Violence,Drama|Film-Noir|Thriller,1948
33117,Rouge (Yin ji kau),Drama|Fantasy|Mystery|Romance,1988
33119,Miracle in Milan (Miracolo a Milano),Comedy|Drama|Fantasy,1951
33124,Before the Fall (NaPolA - Elite für den Führer),Drama|War,2004
33126,"Frisco Kid, The",Comedy|Western,1979
33129,Onmyoji (Onmyoji: The Yin Yang Master),Action|Drama|Fantasy|Horror,2001
33132,State Property 2,Action|Crime|Drama,2005
33134,"Year of the Yao, The",Documentary,2004
33136,House of D,Drama,2004
33138,Palindromes,Adventure|Comedy|Drama,2004
33140,Down and Derby,Children|Comedy,2005
33142,"Wake in Providence, A",Comedy,1999
33145,"Lot Like Love, A",Comedy|Drama|Romance,2005
33148,King's Ransom,Comedy|Crime,2005
33150,"Game of Their Lives, The",Drama,2005
33152,Madison,Drama,2001
33154,Enron: The Smartest Guys in the Room,Documentary,2005
33158,xXx: State of the Union,Action|Crime|Thriller,2005
33160,Death of a Dynasty,Comedy,2003
33162,Kingdom of Heaven,Action|Drama|Romance|War,2005
33164,House of Wax,Horror|Thriller,2005
33166,Crash,Crime|Drama,2004
33168,Jiminy Glick in La La Wood,Comedy|Mystery,2004
33171,Mysterious Skin,Drama|Mystery,2004
33188,Mischief,Comedy|Romance,1985
33191,Jubal,Western,1956
33193,Viva María!,Adventure|Comedy|Western,1965
33201,Between Your Legs (Entre las piernas),Drama|Mystery|Romance|Thriller,1999
33226,Zatoichi Meets the One-Armed Swordsman (Shin zatô Ichi: Yabure! Tôjin-ken) (Zatôichi 22),Action|Adventure|Drama,1971
33229,"Angry Silence, The",Drama,1960
33235,Isadora,Drama,1968
33237,San Francisco,Drama|Musical|Romance,1936
33245,Earth (Zemlya),Drama,1930
33247,Torments (El) (This Strange Passion),Drama|Romance,1953
33251,"Bitch, The (La chienne)",Drama,1931
33253,Erendira,Drama,1983
33255,"Private Lives of Elizabeth and Essex, The",Drama|Romance,1939
33261,"Search, The",Drama|War,1948
33264,Satan's Tango (Sátántangó),Drama,1994
33267,On Borrowed Time,Comedy|Drama|Fantasy,1939
33270,"Taste of Tea, The (Cha no aji)",Comedy|Drama,2004
33288,Kes,Drama,1969
33292,"Human Comedy, The",Drama,1943
33294,Vampire Hunter D,Animation|Fantasy|Horror,1985
33296,Buying the Cow,Comedy|Romance,2002
33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses)",Drama|Romance,2004
33312,"Cocoanuts, The",Comedy|Musical,1929
33316,"Bridge, The (Brücke, Die)",Drama|War,1959
33318,In the Time of the Butterflies,Crime|Drama,2001
33321,Road House,Drama|Film-Noir,1948
33328,Dark Eyes (Oci ciornie),Comedy|Drama|Romance,1987
33330,Edges of the Lord,Drama|War,2001
33340,Kids Return (Kizzu ritân),Drama,1996
33342,"Fearless Freaks, The",Documentary|Musical,2005
33358,Off the Map,Comedy|Drama,2003
33363,Unconscious (Inconscientes),Comedy|Mystery|Romance,2004
33376,"Tesseract, The",Action|Crime|Drama|Thriller,2003
33380,25 Watts,Comedy|Drama,2001
33389,"Hiding Place, The",Drama|War,1975
33393,"Keys of the Kingdom, The",Drama,1944
33397,300 Miles to Heaven (300 Mil do Nieba),Drama,1989
33401,"Adventurer, The",Comedy,1917
33410,Crackerjack,Comedy,2002
33415,Solino,Comedy|Drama,2002
33421,Dear Wendy,Drama,2005
33424,"List of Adrian Messenger, The",Crime|Drama|Mystery,1963
33426,9 Souls (Nain souruzu),Drama,2003
33435,Los Angeles Plays Itself,Documentary,2003
33437,Unleashed (Danny the Dog),Action|Crime|Drama|Thriller,2005
33443,"Red Squirrel, The (Ardilla roja, La)",Comedy|Drama|Mystery|Romance,1993
33445,Martín (Hache),Drama,1997
33451,"Ugly, Dirty and Bad (Brutti sporchi e cattivi)",Comedy|Drama,1976
33454,Léolo,Comedy|Drama,1992
33463,DuckTales: The Movie - Treasure of the Lost Lamp,Adventure|Animation|Children|Comedy|Fantasy,1990
33480,Babes in Arms,Comedy|Musical,1939
33487,Samaritan Girl (Samaria),Drama,2004
33493,Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Sci-Fi,2005
33495,Kicking & Screaming,Comedy,2005
33499,Monster-in-Law,Comedy|Romance,2005
33507,Agatha,Drama|Mystery,1979
33524,Death Takes a Holiday,Fantasy|Romance,1934
33533,Vodka Lemon,Comedy|Drama,2003
33539,Deep Blue,Documentary,2003
33555,"Invisible Woman, The",Comedy|Romance|Sci-Fi,1940
33558,"Snow Walker, The",Adventure|Drama,2003
33564,Divorce - Italian Style (Divorzio all'italiana),Comedy,1961
33567,Carefree,Comedy|Musical|Romance,1938
33573,Wu Tang Master (Tian shi zhuang xie),Action,1983
33579,China Strike Force (Leui ting jin ging),Action,2000
33581,Bad Boy (Dawg),Comedy|Drama|Romance,2002
33585,9 Songs,Drama|Romance,2004
33587,"Uninvited, The",Horror|Mystery|Romance,1944
33592,Bad Guy (Nabbeun namja),Drama,2001
33603,Simon,Comedy|Drama,2004
33608,December 7th,Documentary|War,1943
33610,Bataan,War,1943
33615,Madagascar,Adventure|Animation|Children|Comedy,2005
33621,Somersault,Drama,2004
33624,11 Harrowhouse,Comedy|Crime,1974
33629,Airborne,Adventure|Comedy,1993
33639,Mad Hot Ballroom,Children|Documentary,2005
33641,Tell Them Who You Are,Documentary,2004
33644,Dominion: Prequel to the Exorcist,Horror|Thriller,2005
33646,"Longest Yard, The",Comedy|Drama,2005
33649,Saving Face,Comedy|Drama|Romance,2004
33655,Most Wanted,Action|Thriller,1997
33660,Cinderella Man,Drama|Romance,2005
33669,"Sisterhood of the Traveling Pants, The",Adventure|Comedy|Drama,2005
33672,Lords of Dogtown,Action|Comedy|Drama,2005
33675,After You (Après vous...),Comedy|Romance,2003
33677,Rock School,Documentary,2005
33679,Mr. & Mrs. Smith,Action|Adventure|Comedy|Romance,2005
33681,"Adventures of Sharkboy and Lavagirl 3-D, The",Action|Adventure|Children|Fantasy,2005
33683,High Tension (Haute tension) (Switchblade Romance),Horror|Thriller,2003
33685,"Honeymooners, The",Comedy,2005
33688,Parineeta,Drama|Musical|Romance,2005
33709,Toto le héros,Drama,1991
33722,Ladies in Lavender,Comedy|Drama|Romance,2004
33725,It's All Gone Pete Tong,Comedy|Drama|Musical,2004
33737,Daybreak,Action|Drama|Romance|Sci-Fi,1993
33743,When Trumpets Fade,Drama|War,1998
33750,Innocent Voices (Voces inocentes),Drama|War,2004
33755,Godzilla vs. Biollante (Gojira vs. Biorante),Action|Sci-Fi,1989
33760,Anna and the King of Siam,Drama|Romance,1946
33762,Dirty Filthy Love,Drama|Romance,2004
33767,Good Neighbor Sam,Comedy,1964
33779,Eddie Izzard: Dress to Kill,Comedy,1999
33781,Quo Vadis,Drama|Romance,1951
33790,"Captain's Paradise, The",Comedy,1953
33794,Batman Begins,Action|Crime|IMAX,2005
33799,Aragami,Action|Fantasy|Horror,2003
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu),Action|Adventure|Fantasy|Sci-Fi,2004
33808,Kings & Queen (Rois et reine),Comedy|Drama,2004
33815,"Perfect Man, The",Comedy|Drama|Romance,2005
33817,My Summer of Love,Drama|Romance,2004
33819,Heights,Drama,2004
33821,"Deal, The",Drama,2005
33823,"Bridge of San Luis Rey, The",Drama,2004
33826,Saint Ralph,Comedy|Drama,2004
33830,Herbie: Fully Loaded,Adventure|Comedy|Romance,2005
33832,Yes,Drama,2004
33834,Land of the Dead,Action|Horror|Thriller,2005
33836,Bewitched,Comedy|Fantasy|Romance,2005
33838,Rize,Documentary,2005
33844,Exiles (Exils),Adventure|Drama,2004
33847,Home Movie,Documentary,2001
33852,Becky Sharp,Drama|Romance|War,1935
33861,Danger: Diabolik (Diabolik),Action|Crime|Thriller,1968
33863,"Trail of the Lonesome Pine, The",Drama|Romance,1936
33880,Me and You and Everyone We Know,Comedy|Drama,2005
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",Comedy|Crime|Thriller,2004
33896,3 Extremes (Three... Extremes) (Saam gaang yi),Horror,2004
33898,Happily Ever After (Ils se marièrent et eurent beaucoup d'enfants),Comedy|Drama,2004
33901,Satan's Little Helper,Comedy|Horror,2004
33903,"Edukators, The (Die Fetten Jahre sind vorbei)",Comedy|Crime|Drama|Romance,2004
33905,Somebody Up There Likes Me,Action|Crime|Drama,1956
33912,"Unmarried Woman, An",Comedy|Drama|Romance,1978
33914,"Racket, The",Crime|Drama|Film-Noir,1951
33917,"Member of the Wedding, The",Drama,1952
33919,Coronado,Action|Adventure|War,2003
33921,Retrogade,Action|Adventure|Sci-Fi,2004
33928,Trekkies 2,Documentary|Sci-Fi,2004
33930,Man with the Screaming Brain,Adventure|Comedy|Sci-Fi,2005
33933,Ulzana's Raid,Adventure|Western,1972
33940,Rabbit Test,Comedy,1978
33945,"New Land, The (Nybyggarna)",Drama|Western,1972
33956,"Adventures of Mark Twain, The",Adventure|Drama,1944
33958,Bordertown,Crime|Drama,1935
33966,Cop and ½,Comedy,1993
33970,Equinox,Drama|Mystery|Thriller,1992
33972,Father's Little Dividend,Comedy|Romance,1951
33974,For Pete's Sake,Comedy,1974
33988,Twenty Bucks,Comedy,1993
33994,Silent Witness (Do Not Disturb),Action|Comedy|Thriller,1999
33998,Deceived,Thriller,1991
34002,Room Service,Comedy,1938
34004,Desert Saints,Action|Thriller,2002
34008,Caterina in the Big City (Caterina va in città),Drama|Romance,2003
34016,My Friends (Amici miei),Comedy,1975
34018,At the Circus,Comedy|Musical,1939
34026,"Outfit, The",Crime|Drama|Thriller,1973
34032,Modigliani,Drama,2004
34039,Broadway Melody of 1940,Musical,1940
34045,"I Inside, The",Fantasy|Mystery|Sci-Fi,2004
34048,War of the Worlds,Action|Adventure|Sci-Fi|Thriller,2005
34051,My Brilliant Career,Drama|Romance,1979
34057,Godzilla vs. Hedorah (Gojira tai Hedorâ) (Godzilla vs. The Smog Monster),Horror|Sci-Fi,1971
34063,Gambit,Comedy|Crime,1966
34065,Billion Dollar Brain,Drama|Thriller,1967
34072,"March of the Penguins (Marche de l'empereur, La)",Documentary,2005
34076,Right Now (À tout de suite),Crime|Drama|Romance|Thriller,2004
34099,Julian Po,Comedy|Drama,1997
34111,"God Who Wasn't There, The",Documentary,2005
34115,Black Belt Jones,Action|Comedy,1974
34129,Rebound,Comedy,2005
34135,Bonjour Monsieur Shlomi (Ha-Kochavim Shel Shlomi),Comedy|Drama,2003
34138,The Inner Circle,Drama,1991
34143,Dark Water,Drama|Horror|Thriller,2005
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",Drama,2005
34150,Fantastic Four,Action|Adventure|Sci-Fi,2005
34153,Murderball,Documentary,2005
34155,Saraband,Drama,2003
34158,Julie Johnson,Drama,2001
34162,Wedding Crashers,Comedy|Romance,2005
34164,Happy Endings,Comedy|Drama,2005
34170,C.H.O.M.P.S.,Comedy|Sci-Fi,1979
34177,"Hindenburg, The",Drama|Thriller,1975
34185,Staying Together,Comedy|Drama,1989
34189,Twin Sitters,Thriller,1994
34193,Conflict,Drama|Film-Noir,1945
34198,Russian Dolls (Les poupées russes),Comedy|Romance,2005
34206,Crippled Masters (Tian can di que),Action|Drama,1979
34214,"Generale Della Rovere, Il",Drama,1959
34216,Rick,Comedy|Drama,2003
34224,No Blade of Grass,Drama|Sci-Fi,1970
34226,"Time to Love and a Time to Die, A",Drama|Romance|War,1958
34229,"Big Sky, The",Drama|Western,1952
34231,Fighter in the Wind,Action|Drama,2004
34234,Pornography (Pornografia),Drama|Romance|War,2003
34238,Symmetry (Symetria),Crime|Drama,2003
34240,"Karol: A Man Who Became Pope (Karol, un uomo diventato Papa) (Karol. Czlowiek, który zostal papiezem)",Drama,2005
34246,Family Resemblances (Un air de famille),Comedy,1996
34271,Hustle & Flow,Crime|Drama,2005
34292,Hardware,Action|Horror|Sci-Fi,1990
34299,"Appaloosa, The",Western,1966
34306,Journey Into Fear,Drama|Film-Noir|War,1943
34312,"Calcium Kid, The",Comedy,2004
34314,Funny Ha Ha,Comedy|Drama,2002
34319,"Island, The",Action|Sci-Fi|Thriller,2005
34321,Bad News Bears,Children|Comedy,2005
34323,"Devil's Rejects, The",Action|Crime|Horror,2005
34326,Last Days,Drama,2005
34330,November,Drama|Mystery,2004
34332,Sky High,Action|Adventure|Children|Comedy,2005
34334,Stealth,Action|Adventure|Sci-Fi|Thriller,2005
34336,Must Love Dogs,Comedy|Romance,2005
34338,"Aristocrats, The",Comedy|Documentary,2005
34353,Twice in a Lifetime,Drama,1985
34359,Georgy Girl,Comedy,1966
34364,This Is My Life,Comedy|Drama,1992
34369,The Music Lovers,Drama,1970
